pdf_file_name,block_coverage,is corupted
pdftc_900k_0554.xml,7.806570088,
pdftc_010k_0578.xml,7.807386248,
pdftc_010k_0666.xml,7.807386248,
pdftc_010k_0735.xml,7.807386248,
pdftc_010k_0739.xml,7.807386248,
pdftc_010k_0543.xml,7.808202408,
pdftc_010k_0568.xml,7.808202408,
pdftc_010k_0569.xml,7.808202408,
pdftc_010k_0731.xml,7.808202408,
pdftc_010k_0428.xml,7.809018568,
pdftc_010k_0431.xml,7.809018568,
pdftc_010k_0697.xml,7.809018568,
pdftc_010k_0744.xml,7.809018568,
pdftc_010k_0853.xml,7.809018568,
pdftc_010k_0449.xml,7.809834728,
pdftc_010k_0740.xml,7.809834728,
pdftc_010k_0788.xml,7.809834728,
pdftc_010k_0455.xml,7.810650888,
pdftc_010k_0640.xml,7.810650888,
pdftc_010k_0412.xml,7.811467048,
pdftc_010k_0833.xml,7.811467048,
pdftc_010k_0604.xml,7.812283208,
pdftc_010k_1234.xml,7.812283208,
pdftc_010k_0416.xml,7.813099367,
pdftc_010k_0570.xml,7.813099367,
pdftc_010k_0825.xml,7.813099367,
pdftc_010k_0851.xml,7.813099367,
pdftc_010k_0935.xml,7.813099367,
pdftc_010k_0565.xml,7.813915527,
pdftc_010k_0445.xml,7.814731687,
pdftc_900k_0941.xml,7.814731687,
pdftc_010k_0453.xml,7.815547847,
pdftc_010k_0536.xml,7.815547847,
pdftc_010k_0642.xml,7.815547847,
pdftc_010k_0404.xml,7.816364007,
pdftc_010k_0528.xml,7.816364007,
pdftc_010k_0667.xml,7.816364007,
pdftc_010k_0677.xml,7.816364007,
pdftc_010k_0382.xml,7.817180167,
pdftc_010k_0926.xml,7.817180167,
pdftc_010k_0594.xml,7.817996327,
pdftc_010k_0612.xml,7.817996327,
pdftc_100k_0234.xml,7.817996327,
pdftc_100k_0262.xml,7.817996327,
pdftc_100k_0274.xml,7.817996327,
pdftc_010k_0494.xml,7.818812487,
pdftc_010k_0768.xml,7.818812487,
pdftc_010k_0774.xml,7.818812487,
pdftc_010k_1166.xml,7.818812487,
