epoch,acc,loss,val_acc,val_loss
0,0.8377191408959365,0.5397759024264529,0.8666118656823395,0.42278555442083526
1,0.8732295702685896,0.39780772505971124,0.8767705794868119,0.38667986799275006
2,0.8801300420343928,0.3729486053520444,0.8793508547161697,0.37860373038384176
3,0.8837554523630146,0.360049870578233,0.8822083079486812,0.37074165883764554
4,0.8859771314665997,0.35276969143070924,0.8822463849268922,0.36800379788720927
5,0.8872517474468441,0.3486835764256522,0.8860182455920298,0.3588222673327295
6,0.8874900781193944,0.34843543768360313,0.8849308118907684,0.35986740325808253
7,0.8883008321673722,0.345705773034281,0.8867288292001146,0.3536897186369319
8,0.8909749751859558,0.3357836114811699,0.8867125904888188,0.3551991068076667
9,0.8909043448494416,0.3365999664323229,0.888740189578555,0.34789756356969204
10,0.8907880290174834,0.33730880252050943,0.8879215345470184,0.3496219863508478
11,0.8924361636291885,0.33084903960352874,0.8896394782110092,0.3452690314691633
12,0.8926133000287005,0.3304780375020246,0.8892312706063646,0.34743024669309924
13,0.8918597229198058,0.3336846161607802,0.8904183763976491,0.3426152473997
14,0.895134036946019,0.3212058563828283,0.888946253225344,0.3486862309413766
15,0.8941297034572242,0.32586494609576344,0.8908719404028096,0.34247930253291964
16,0.893380891093253,0.3284491778509895,0.8904833312428325,0.34453791074792284
17,0.8941729598670206,0.3257447426930152,0.8917230728569381,0.3402222166074987
18,0.8956596537095501,0.3201510534895062,0.8904838911983946,0.3439099390674895
19,0.8943713974791323,0.32577452783483907,0.8920937634389335,0.33826670013133164
20,0.89586948933893,0.3195849505575516,0.8909553737815367,0.3401693223875204
21,0.8966233467269379,0.31676617770380644,0.8926408400229358,0.33715664063806755
22,0.8985810963323049,0.30969722092758223,0.8905964422663417,0.34388570761128645
23,0.8951784144722681,0.3230829272119933,0.893112322606078,0.3347188848436067
24,0.8975659253844682,0.31343665082567274,0.8902778275516054,0.3435239940956491
25,0.8952809966276817,0.32274366212828204,0.8927836286912271,0.33521736863735685
26,0.8969155844155844,0.31644859991554086,0.8917303522792431,0.3400466808784377
27,0.8962402051792591,0.3189954317956311,0.8936543595900229,0.3341439757474758
28,0.8969215637033316,0.3164912894650079,0.891677716456422,0.33886362015432037
29,0.8974681079739781,0.3146561276693222,0.8939572955490253,0.3321864545578137
30,0.8977935120243477,0.3127532879569607,0.8923899799311926,0.3365768572153233
31,0.8974322322474947,0.31481203712450456,0.8935782056336009,0.33400324435686746
32,0.8979542053825549,0.31258451600661363,0.8919022586367545,0.3386038926263434
33,0.8966909874195785,0.3178687811090101,0.8939091393706995,0.3308705117109172
34,0.8979290736887422,0.3130061639084507,0.8930120905604931,0.3364325568833978
35,0.8979715826875703,0.3129531009865943,0.8935978040782684,0.3321238905907002
36,0.8983082913288369,0.3113053259023343,0.8933687822534404,0.33667259488400036
37,0.8975494823431632,0.31465692709286663,0.8945228506665711,0.3300204800053098
38,0.8983158588648921,0.3118085570253674,0.8934522156321675,0.33462904963574003
39,0.9003718930126043,0.30398318501931226,0.8943167870197821,0.33313621479885464
40,0.8998142310038029,0.3063938815643586,0.8927500313575115,0.3366932179405004
41,0.9020453461708642,0.29842804139639256,0.8929885724268922,0.34319273351879637
42,0.9001235657183516,0.30550183469747205,0.8929717737600344,0.33913557646249276
43,0.9000078104446199,0.30585484765483395,0.8937674706135321,0.33307811961543465
44,0.8999566127932841,0.3060895578591333,0.8920372079271789,0.33694921560594043
45,0.8985374662170242,0.3118339982670948,0.8952776707640482,0.33094118279618545
46,0.900039388558035,0.3057777704453848,0.893874982081422,0.33466754560871476
47,0.9003874952165698,0.3045247987301909,0.8946191630232225,0.3330278924672753
48,0.8982311211463491,0.3130888518136943,0.8935350890553325,0.3324836286718299
49,0.8993105694374686,0.3084522810439424,0.8948235468033257,0.3338949397375055
50,0.9008261320286527,0.30298656364269144,0.8942803899082569,0.3346196262971199
51,0.8998777609361173,0.3066225966946467,0.8954602162772363,0.3297188173821452
52,0.8993520507462152,0.3085556899589811,0.8945295701333142,0.33139103948279636
53,0.9000785342075052,0.30594174113332295,0.8949568162270642,0.3300794861738681
54,0.900828467687929,0.30317061823176394,0.8936834772792431,0.3335337205725901
55,0.9000562987311952,0.3064491745728794,0.8946544402236238,0.329919844129926
56,0.8990068403051829,0.3100798136398803,0.8947171552465596,0.33050653603090263
57,0.9003866543792304,0.304827427551197,0.8952138358299885,0.3287277689231389
58,0.8990793391691182,0.3102549179383065,0.894439417287844,0.3312505004508848
59,0.9011721833070244,0.30164230200914105,0.8951623199182913,0.33188503358081634
60,0.9012129172048026,0.30201237661858604,0.8948733828483372,0.33248472968629056
61,0.9026168352825812,0.2965428217529512,0.8951712792072821,0.33124558309225555
62,0.9000786276338762,0.3064630176498782,0.894035689327695,0.3334987715950424
63,0.8990941939621152,0.3105272184374463,0.8959792950831422,0.32931988670195905
64,0.9002967782102796,0.3052880687561201,0.89459228515625,0.33353016652068584
