epoch,acc,loss,val_acc,val_loss
0,0.711421875,1.1121903689280153,0.16171875,10.372956504821778
1,0.67746875,1.1335514103025197,0.101484375,7.367314233779907
2,0.4511484375,1.9328685315847396,0.161640625,6.4778209400177005
